group-path,group-name,project,url,last-commit-date,repo-size-in-bytes,attachments-size-in-bytes,is-archived,mr-count,github_org,github_repo,gh_repo_visibility
"gl2gh-mig-grp","gl2gh-mig-grp","ai-chatbot","https://gitlab.com/gl2gh-mig-grp/ai-chatbot","2026-01-27 04:16 PM","3855","0","False",0,kcghorgz,ai-chatbot-gl2gh-demo,private
